target_d,method,variable,station_id,zone,mae,rmse,smape,hit10,total_relative_error,share_l1
7,base1,borrow,ALL,ALL,1.825,2.446653042650533,0.5023580000113265,0.33194444444444443,0.005279034690799397,0.24831773554248293
7,base1,return,ALL,ALL,2.0569444444444445,2.791106909055577,0.4980562201264319,0.28888888888888886,0.03481945467943994,0.28166402061068263
7,base1,combined,ALL,ALL,1.9409722222222223,2.624536996204177,0.5002071100688792,0.3104166666666667,0.015001863585538577,0.264785782155718
7,base2,borrow,ALL,ALL,1.6444444444444444,2.1927912197319044,0.5192328650466982,0.31805555555555554,0.0022624434389140274,0.22352530755892103
7,base2,return,ALL,ALL,1.7930555555555556,2.3982053475232035,0.49984951786476395,0.2861111111111111,0.038135593220338986,0.2399809764348021
7,base2,combined,ALL,ALL,1.71875,2.2977948366011947,0.5095411914557311,0.3020833333333333,0.020406261647409617,0.23253840913078563
7,model,borrow,ALL,ALL,1.6652777777777779,2.190573238015819,0.47742115754643066,0.3375,0.008107088989441931,0.22677903144684958
7,model,return,ALL,ALL,1.8819444444444444,2.548147475236776,0.4739273991972873,0.30972222222222223,0.0289240972733972,0.2548061604863139
7,model,combined,ALL,ALL,1.773611111111111,2.376096238230542,0.475674278371859,0.3236111111111111,0.010622437569884458,0.24042889636632062
